id	pop	treat	fish_id	library	well	library_position
rs_f_116	rs	f	116	26	C10	75
rs_f_163	rs	f	163	26	D6	44
rs_f_176	rs	f	176	26	B8	58
rs_f_193	rs	f	193	26	D4	28
rs_f_197	rs	f	197	26	G10	79
rs_f_215	rs	f	215	26	B1	2
rs_f_232	rs	f	232	26	E10	77
rs_f_240	rs	f	240	26	E4	29
rs_s_36	rs	s	36	26	E2	13
rs_s_47	rs	s	47	26	E8	61
rs_s_62	rs	s	62	26	A7	49
rs_s_95	rs	s	95	26	G9	71
rs_s_111	rs	s	111	26	H8	64
rs_s_135	rs	s	135	26	A8	57
rs_s_173	rs	s	173	26	H5	40
rs_s_187	rs	s	187	26	B10	74
rs_s_214	rs	s	214	26	C1	3
rs_s_239	rs	s	239	26	H9	72
rs_s_337	rs	s	337	26	C8	59
bb_f_11	bb	f	11	27	F2	14
bb_f_37	bb	f	37	27	E10	77
bb_f_45	bb	f	45	27	F10	78
bb_f_56	bb	f	56	27	B1	2
bb_f_91	bb	f	91	27	H1	8
bb_f_129	bb	f	129	27	H9	72
bb_f_138	bb	f	138	27	A6	41
bb_f_143	bb	f	143	27	G3	23
bb_f_223	bb	f	223	27	E3	21
bb_f_265	bb	f	265	27	A10	73
bb_f_292	bb	f	292	27	G8	63
bb_s_5	bb	s	5	27	H2	16
bb_s_10	bb	s	10	27	E1	5
bb_s_101	bb	s	101	27	E9	69
bb_s_138	bb	s	138	27	C2	11
bb_s_178	bb	s	178	27	D6	44
bb_s_222	bb	s	222	27	G2	15
bb_s_295	bb	s	295	27	H7	56
bb_s_307	bb	s	307	27	A3	17
cl_f_5	cl	f	5	27	F3	22
cl_f_19	cl	f	19	27	E4	29
cl_f_30	cl	f	30	27	B9	66
cl_f_41	cl	f	41	27	D7	52
cl_f_95	cl	f	95	27	C1	3
cl_f_97	cl	f	97	27	G9	71
cl_f_132	cl	f	132	27	B4	26
cl_f_151	cl	f	151	27	D9	68
cl_f_161	cl	f	161	27	C3	19
cl_f_170	cl	f	170	27	B6	42
cl_f_185	cl	f	185	27	F7	54
cl_f_190	cl	f	190	27	F9	70
cl_f_288	cl	f	288	27	D8	60
cl_f_293	cl	f	293	27	D4	28
cl_f_325	cl	f	325	27	B3	18
cl_s_181	cl	s	181	27	F6	46
cl_s_197	cl	s	197	27	H6	48
cl_s_223	cl	s	223	27	D5	36
cl_s_264	cl	s	264	27	G5	39
cl_s_270	cl	s	270	27	A8	57
cl_s_273	cl	s	273	27	F8	62
cl_s_280	cl	s	280	27	B7	50
cl_s_287	cl	s	287	27	E2	13
cl_s_307	cl	s	307	27	B8	58
lb_f_110	lb	f	110	27	D1	4
lb_f_133	lb	f	133	27	H3	24
lb_f_144	lb	f	144	27	H8	64
lb_f_153	lb	f	153	27	F4	30
lb_f_185	lb	f	185	27	E8	61
lb_f_190	lb	f	190	27	B5	34
lb_f_205	lb	f	205	27	C8	59
lb_s_6	lb	s	6	27	G7	55
lb_s_27	lb	s	27	27	G4	31
lb_s_98	lb	s	98	27	A5	33
lb_s_104	lb	s	104	27	D10	76
lb_s_141	lb	s	141	27	D3	20
lb_s_222	lb	s	222	27	E7	53
lb_s_223	lb	s	223	27	G6	47
lb_s_244	lb	s	244	27	F5	38
lb_s_257	lb	s	257	27	G1	7
lb_s_261	lb	s	261	27	G10	79
lb_s_278	lb	s	278	27	C5	35
lb_s_287	lb	s	287	27	B2	10
rs_f_1	rs	f	1	27	D2	12
rs_f_46	rs	f	46	27	C4	27
rs_f_50	rs	f	50	27	A9	65
rs_f_80	rs	f	80	27	B10	74
rs_f_110	rs	f	110	27	E6	45
rs_f_143	rs	f	143	27	H10	80
rs_f_171	rs	f	171	27	H4	32
rs_f_227	rs	f	227	27	A1	1
rs_f_246	rs	f	246	27	C7	51
rs_f_274	rs	f	274	27	E5	37
rs_s_3	rs	s	3	27	H5	40
rs_s_179	rs	s	179	27	F1	6
rs_s_216	rs	s	216	27	C6	43
rs_s_230	rs	s	230	27	A7	49
rs_s_233	rs	s	233	27	A4	25
rs_s_251	rs	s	251	27	C9	67
rs_s_289	rs	s	289	27	A2	9
rs_s_384	rs	s	384	27	C10	75
bb_f_3	bb	f	3	28	B1	2
bb_f_26	bb	f	26	28	H8	64
bb_f_53	bb	f	53	28	B8	58
bb_f_55	bb	f	55	28	B9	66
bb_f_86	bb	f	86	28	G8	63
bb_f_95	bb	f	95	28	H3	24
bb_f_101	bb	f	101	28	D8	60
bb_f_140	bb	f	140	28	F6	46
bb_f_159	bb	f	159	28	F1	6
bb_f_303	bb	f	303	28	B4	26
bb_s_9	bb	s	9	28	F2	14
bb_s_82	bb	s	82	28	D2	12
bb_s_83	bb	s	83	28	G3	23
bb_s_164	bb	s	164	28	A6	41
bb_s_171	bb	s	171	28	A9	65
bb_s_277	bb	s	277	28	G9	71
bb_s_321	bb	s	321	28	C6	43
cl_f_21	cl	f	21	28	H1	8
cl_f_55	cl	f	55	28	G5	39
cl_f_79	cl	f	79	28	C1	3
cl_f_149	cl	f	149	28	C7	51
cl_f_174	cl	f	174	28	A2	9
cl_f_177	cl	f	177	28	D1	4
cl_f_215	cl	f	215	28	H6	48
cl_f_240	cl	f	240	28	C8	59
cl_s_58	cl	s	58	28	G7	55
cl_s_84	cl	s	84	28	G2	15
cl_s_92	cl	s	92	28	D7	52
cl_s_101	cl	s	101	28	C5	35
cl_s_113	cl	s	113	28	H2	16
cl_s_119	cl	s	119	28	F3	22
cl_s_175	cl	s	175	28	E10	77
cl_s_178	cl	s	178	28	G4	31
cl_s_222	cl	s	222	28	A5	33
cl_s_260	cl	s	260	28	C9	67
cl_s_263	cl	s	263	28	A3	17
cl_s_277	cl	s	277	28	B7	50
lb_f_105	lb	f	105	28	H7	56
lb_f_118	lb	f	118	28	E3	21
lb_f_145	lb	f	145	28	D9	68
lb_f_199	lb	f	199	28	H4	32
lb_f_201	lb	f	201	28	D5	36
lb_f_214	lb	f	214	28	B6	42
lb_f_215	lb	f	215	28	E4	29
lb_f_220	lb	f	220	28	F9	70
lb_f_259	lb	f	259	28	H10	80
lb_f_285	lb	f	285	28	A8	57
lb_f_305	lb	f	305	28	E1	5
lb_s_2	lb	s	2	28	E7	53
lb_s_5	lb	s	5	28	C3	19
lb_s_15	lb	s	15	28	B2	10
lb_s_66	lb	s	66	28	C10	75
lb_s_89	lb	s	89	28	E2	13
lb_s_105	lb	s	105	28	A4	25
lb_s_119	lb	s	119	28	F10	78
lb_s_142	lb	s	142	28	A10	73
lb_s_241	lb	s	241	28	H9	72
lb_s_283	lb	s	283	28	G10	79
lb_s_294	lb	s	294	28	G6	47
rs_f_33	rs	f	33	28	D3	20
rs_f_117	rs	f	117	28	C2	11
rs_f_119	rs	f	119	28	C4	27
rs_f_135	rs	f	135	28	H5	40
rs_f_239	rs	f	239	28	F5	38
rs_f_244	rs	f	244	28	E9	69
rs_f_249	rs	f	249	28	D4	28
rs_f_252	rs	f	252	28	A7	49
rs_f_281	rs	f	281	28	B10	74
rs_s_10	rs	s	10	28	E6	45
rs_s_51	rs	s	51	28	D10	76
rs_s_74	rs	s	74	28	G1	7
rs_s_76	rs	s	76	28	B5	34
rs_s_113	rs	s	113	28	A1	1
rs_s_137	rs	s	137	28	F7	54
rs_s_143	rs	s	143	28	E8	61
rs_s_212	rs	s	212	28	E5	37
rs_s_260	rs	s	260	28	B3	18
rs_s_261	rs	s	261	28	F8	62
rs_s_276	rs	s	276	28	D6	44
rs_s_288	rs	s	288	28	F4	30
